№ п/п,field,well,Куст,date,q_oil,watercut,p_oil,freq,Tраб(ТМ)
4990,Месторождение,1158,64,18.06.2024,109,93,37.8,198,0.0
4991,Месторождение,1158,64,19.06.2024,111,93,37.2,198,0.0
4992,Месторождение,1158,64,20.06.2024,108,93,36.7,198,0.0
4993,Месторождение,1158,64,21.06.2024,109,93,36.1,198,0.0
4994,Месторождение,1158,64,22.06.2024,112,93,35.6,198,0.0
4995,Месторождение,1158,64,23.06.2024,113,93,35.3,198,0.0
4996,Месторождение,1158,64,24.06.2024,114,93,34.8,198,0.0
4997,Месторождение,1158,64,25.06.2024,111,93,34.6,198,11.9
4998,Месторождение,1158,64,26.06.2024,115,93,33.7,198,24.0
4999,Месторождение,1158,64,27.06.2024,110,93,32.9,198,24.0
5000,Месторождение,1158,64,28.06.2024,106,93,36.9,198,23.0
5001,Месторождение,1158,64,29.06.2024,115,93,32.1,198,24.0
5002,Месторождение,1158,64,30.06.2024,110,93,32.1,198,24.0
5003,Месторождение,1158,64,01.07.2024,113,93,31.5,198,24.0
5004,Месторождение,1158,64,02.07.2024,114,93,31.1,198,24.0
5005,Месторождение,1158,64,03.07.2024,112,93,30.6,198,24.0
5006,Месторождение,1158,64,04.07.2024,111,93,30.3,198,24.0
5007,Месторождение,1158,64,05.07.2024,112,93,30.0,198,24.0
5008,Месторождение,1158,64,06.07.2024,109,93,29.8,198,24.0
5009,Месторождение,1158,64,07.07.2024,108,93,29.5,198,24.0
5010,Месторождение,1158,64,08.07.2024,108,93,29.2,198,24.0
5011,Месторождение,1158,64,09.07.2024,108,93,28.9,198,24.0
5012,Месторождение,1158,64,10.07.2024,111,93,28.6,198,24.0
5013,Месторождение,1158,64,11.07.2024,105,93,28.3,198,24.0
5014,Месторождение,1158,64,12.07.2024,104,93,28.1,198,24.0
5015,Месторождение,1158,64,13.07.2024,105,93,27.9,198,24.0
5016,Месторождение,1158,64,14.07.2024,107,93,27.8,198,24.0
5017,Месторождение,1158,64,15.07.2024,107,94,27.6,198,24.0
5018,Месторождение,1158,64,16.07.2024,102,94,27.3,198,24.0
5019,Месторождение,1158,64,17.07.2024,105,94,27.2,198,24.0
5020,Месторождение,1158,64,18.07.2024,106,94,27.0,198,24.0
5021,Месторождение,1158,64,19.07.2024,108,94,26.8,198,24.0
5022,Месторождение,1158,64,20.07.2024,109,94,26.7,198,24.0
5023,Месторождение,1158,64,21.07.2024,109,94,26.6,198,24.0
5024,Месторождение,1158,64,22.07.2024,107,94,26.4,198,24.0
5025,Месторождение,1158,64,23.07.2024,110,94,26.3,198,24.0
5026,Месторождение,1158,64,24.07.2024,107,94,26.2,198,24.0
5027,Месторождение,1158,64,25.07.2024,109,94,26.1,198,24.0
5028,Месторождение,1158,64,26.07.2024,108,94,26.1,198,24.0
5029,Месторождение,1158,64,27.07.2024,103,94,26.0,198,24.0
5030,Месторождение,1158,64,28.07.2024,105,94,25.9,198,24.0
5031,Месторождение,1158,64,29.07.2024,109,94,25.8,198,24.0
5032,Месторождение,1158,64,30.07.2024,105,94,25.7,198,24.0
5033,Месторождение,1158,64,31.07.2024,110,94,25.8,198,24.0
5034,Месторождение,1158,64,01.08.2024,105,94,25.8,198,24.0
5035,Месторождение,1158,64,02.08.2024,104,94,25.7,198,24.0
5036,Месторождение,1158,64,03.08.2024,103,95,25.8,198,24.0
5037,Месторождение,1158,64,04.08.2024,104,95,25.8,198,24.0
5038,Месторождение,1158,64,05.08.2024,104,95,25.8,198,24.0
5039,Месторождение,1158,64,06.08.2024,101,95,25.7,198,24.0
5040,Месторождение,1158,64,07.08.2024,99,95,25.7,198,24.0
5041,Месторождение,1158,64,08.08.2024,101,95,25.6,198,24.0
5042,Месторождение,1158,64,09.08.2024,101,95,25.6,198,24.0
5043,Месторождение,1158,64,10.08.2024,97,95,25.6,198,24.0
5044,Месторождение,1158,64,11.08.2024,97,95,25.6,198,24.0
5045,Месторождение,1158,64,12.08.2024,100,95,25.6,198,24.0
5046,Месторождение,1158,64,13.08.2024,99,95,25.6,198,24.0
5047,Месторождение,1158,64,14.08.2024,100,95,25.6,198,24.0
5048,Месторождение,1158,64,15.08.2024,99,95,25.7,198,24.0
5049,Месторождение,1158,64,16.08.2024,98,95,25.6,198,24.0
5050,Месторождение,1158,64,17.08.2024,97,94,25.6,198,24.0
5051,Месторождение,1158,64,18.08.2024,97,94,25.6,198,24.0
5052,Месторождение,1158,64,19.08.2024,96,94,25.7,198,24.0
5053,Месторождение,1158,64,20.08.2024,96,94,25.7,198,24.0
5054,Месторождение,1158,64,21.08.2024,96,94,25.7,198,24.0
5055,Месторождение,1158,64,22.08.2024,96,94,25.5,198,24.0
5056,Месторождение,1158,64,23.08.2024,96,94,25.6,198,24.0
5057,Месторождение,1158,64,24.08.2024,96,94,25.6,198,24.0
5058,Месторождение,1158,64,25.08.2024,97,94,25.7,198,24.0
5059,Месторождение,1158,64,26.08.2024,96,94,25.7,198,24.0
5060,Месторождение,1158,64,27.08.2024,96,94,25.7,198,24.0
5061,Месторождение,1158,64,28.08.2024,96,94,25.8,198,24.0
5062,Месторождение,1158,64,29.08.2024,96,94,25.8,198,24.0
5063,Месторождение,1158,64,30.08.2024,96,94,25.9,198,24.0
5064,Месторождение,1158,64,31.08.2024,96,94,26.0,198,24.0
5065,Месторождение,1158,64,01.09.2024,96,94,26.1,198,24.0
5066,Месторождение,1158,64,02.09.2024,95,93,26.1,198,24.0
5067,Месторождение,1158,64,03.09.2024,94,93,26.3,198,24.0
5068,Месторождение,1158,64,04.09.2024,93,93,26.4,198,24.0
5069,Месторождение,1158,64,05.09.2024,92,96,26.6,198,24.0
5070,Месторождение,1158,64,06.09.2024,92,96,26.6,198,24.0
5071,Месторождение,1158,64,07.09.2024,92,96,26.7,198,24.0
5072,Месторождение,1158,64,08.09.2024,92,96,26.8,198,24.0
5073,Месторождение,1158,64,09.09.2024,92,96,26.8,198,24.0
5074,Месторождение,1158,64,10.09.2024,92,96,26.9,198,24.0
5075,Месторождение,1158,64,11.09.2024,91,96,27.0,198,24.0
5076,Месторождение,1158,64,12.09.2024,92,96,27.0,198,24.0
5077,Месторождение,1158,64,13.09.2024,91,96,27.2,198,24.0
5078,Месторождение,1158,64,14.09.2024,91,96,27.4,198,24.0
5079,Месторождение,1158,64,15.09.2024,90,96,27.5,198,24.0
5080,Месторождение,1158,64,16.09.2024,90,96,27.6,198,24.0
5081,Месторождение,1158,64,17.09.2024,90,96,27.8,198,24.0
5082,Месторождение,1158,64,18.09.2024,91,96,27.9,198,24.0
5083,Месторождение,1158,64,19.09.2024,89,96,28.1,198,24.0
5084,Месторождение,1158,64,20.09.2024,89,96,28.1,198,24.0
5085,Месторождение,1158,64,21.09.2024,90,96,28.2,198,24.0
5086,Месторождение,1158,64,22.09.2024,88,96,28.4,198,24.0
5087,Месторождение,1158,64,23.09.2024,87,96,28.6,198,24.0
5088,Месторождение,1158,64,24.09.2024,87,96,28.9,198,24.0
5089,Месторождение,1158,64,25.09.2024,87,96,29.2,198,24.0
5090,Месторождение,1158,64,26.09.2024,87,96,29.5,198,24.0
5091,Месторождение,1158,64,27.09.2024,87,96,29.7,198,24.0
5092,Месторождение,1158,64,28.09.2024,87,96,29.9,199,24.0
5093,Месторождение,1158,64,29.09.2024,87,96,30.2,199,24.0
5094,Месторождение,1158,64,30.09.2024,88,96,30.4,199,24.0
5095,Месторождение,1158,64,01.10.2024,88,96,30.6,199,24.0
5096,Месторождение,1158,64,02.10.2024,88,96,30.9,199,24.0
5097,Месторождение,1158,64,03.10.2024,87,96,31.3,199,24.0
5098,Месторождение,1158,64,04.10.2024,86,96,31.5,199,24.0
5099,Месторождение,1158,64,05.10.2024,86,96,32.0,199,24.0
5100,Месторождение,1158,64,06.10.2024,86,94,32.2,199,24.0
5101,Месторождение,1158,64,07.10.2024,86,94,32.3,199,24.0
5102,Месторождение,1158,64,08.10.2024,86,94,32.5,199,24.0
5103,Месторождение,1158,64,09.10.2024,86,94,32.7,199,24.0
5104,Месторождение,1158,64,10.10.2024,85,94,33.0,199,24.0
5105,Месторождение,1158,64,11.10.2024,86,94,33.2,199,24.0
5106,Месторождение,1158,64,12.10.2024,85,94,33.5,199,24.0
5107,Месторождение,1158,64,13.10.2024,85,94,33.6,199,24.0
5108,Месторождение,1158,64,14.10.2024,85,94,33.8,199,24.0
5109,Месторождение,1158,64,15.10.2024,84,94,34.1,199,24.0
5110,Месторождение,1158,64,16.10.2024,85,94,34.5,199,24.0
5111,Месторождение,1158,64,17.10.2024,85,94,34.9,199,24.0
5112,Месторождение,1158,64,18.10.2024,84,94,35.3,199,24.0
5113,Месторождение,1158,64,19.10.2024,84,94,35.6,199,24.0
5114,Месторождение,1158,64,20.10.2024,84,94,36.0,199,24.0
5115,Месторождение,1158,64,21.10.2024,84,94,36.2,199,24.0
5116,Месторождение,1158,64,22.10.2024,83,94,36.6,199,24.0
5117,Месторождение,1158,64,23.10.2024,83,94,36.9,199,24.0
5118,Месторождение,1158,64,24.10.2024,83,94,37.1,199,24.0
5119,Месторождение,1158,64,25.10.2024,82,94,37.5,199,24.0
5120,Месторождение,1158,64,26.10.2024,82,94,38.0,199,24.0
5121,Месторождение,1158,64,27.10.2024,82,94,38.3,199,24.0
5122,Месторождение,1158,64,28.10.2024,81,94,38.7,199,24.0
5123,Месторождение,1158,64,29.10.2024,82,94,38.8,199,24.0
5124,Месторождение,1158,64,30.10.2024,80,94,39.2,199,24.0
5125,Месторождение,1158,64,31.10.2024,78,94,39.7,199,24.0
5126,Месторождение,1158,64,01.11.2024,78,94,40.0,199,24.0
5127,Месторождение,1158,64,02.11.2024,78,100,40.6,199,24.0
5128,Месторождение,1158,64,03.11.2024,80,100,40.6,199,24.0
5129,Месторождение,1158,64,04.11.2024,81,100,40.8,199,24.0
5130,Месторождение,1158,64,05.11.2024,81,100,41.2,199,24.0
5131,Месторождение,1158,64,06.11.2024,81,100,41.6,199,24.0
5132,Месторождение,1158,64,07.11.2024,81,100,41.9,199,24.0
5133,Месторождение,1158,64,08.11.2024,0,0,0.0,0,0.0
5134,Месторождение,1158,64,09.11.2024,0,0,0.0,0,0.0
5135,Месторождение,1158,64,10.11.2024,0,0,0.0,0,0.0
5136,Месторождение,1158,64,11.11.2024,0,0,0.0,0,0.0
5137,Месторождение,1158,64,12.11.2024,0,0,0.0,0,0.0
5138,Месторождение,1158,64,13.11.2024,0,0,0.0,0,0.0
5139,Месторождение,1158,64,14.11.2024,62,100,41.9,40,24.0
5140,Месторождение,1158,64,15.11.2024,59,100,41.9,40,24.0
5141,Месторождение,1158,64,16.11.2024,56,100,41.9,41,24.0
5142,Месторождение,1158,64,17.11.2024,56,100,41.9,47,24.0
5143,Месторождение,1158,64,18.11.2024,50,98,41.9,50,24.0
5144,Месторождение,1158,64,19.11.2024,63,96,41.9,52,23.8
5145,Месторождение,1158,64,20.11.2024,72,98,41.9,52,24.0
5146,Месторождение,1158,64,21.11.2024,71,98,41.9,53,24.0
5147,Месторождение,1158,64,22.11.2024,72,98,41.9,53,24.0
5148,Месторождение,1158,64,23.11.2024,73,99,41.9,53,24.0
5149,Месторождение,1158,64,24.11.2024,73,99,41.9,53,24.0
5150,Месторождение,1158,64,25.11.2024,73,99,41.9,53,24.0
5151,Месторождение,1158,64,26.11.2024,76,98,41.9,53,19.3
5152,Месторождение,1158,64,27.11.2024,69,98,41.9,52,23.6
5153,Месторождение,1158,64,28.11.2024,70,98,41.9,52,24.0
5154,Месторождение,1158,64,29.11.2024,71,98,41.9,52,24.0
5155,Месторождение,1158,64,30.11.2024,71,97,41.9,52,21.0
5156,Месторождение,1158,64,01.12.2024,71,97,41.9,52,24.0
5157,Месторождение,1158,64,02.12.2024,70,97,41.9,52,24.0
5158,Месторождение,1158,64,03.12.2024,70,97,41.9,52,24.0
5159,Месторождение,1158,64,04.12.2024,70,97,41.9,52,24.0
5160,Месторождение,1158,64,05.12.2024,70,97,41.9,52,24.0
5161,Месторождение,1158,64,06.12.2024,70,97,41.9,52,24.0
5162,Месторождение,1158,64,07.12.2024,70,97,41.9,52,24.0
5163,Месторождение,1158,64,08.12.2024,70,97,41.9,52,24.0
5164,Месторождение,1158,64,09.12.2024,70,97,41.9,52,24.0
5165,Месторождение,1158,64,10.12.2024,70,97,41.9,52,24.0
5166,Месторождение,1158,64,11.12.2024,70,97,41.9,52,24.0
5167,Месторождение,1158,64,12.12.2024,70,97,41.9,52,24.0
5168,Месторождение,1158,64,13.12.2024,70,97,41.9,52,24.0
5169,Месторождение,1158,64,14.12.2024,70,97,41.9,52,24.0
5170,Месторождение,1158,64,15.12.2024,70,97,41.9,52,24.0
5171,Месторождение,1158,64,16.12.2024,70,97,41.9,52,24.0
5172,Месторождение,1158,64,17.12.2024,69,97,41.9,52,24.0
5173,Месторождение,1158,64,18.12.2024,70,97,41.9,52,24.0
5174,Месторождение,1158,64,19.12.2024,71,97,41.9,53,24.0
5175,Месторождение,1158,64,20.12.2024,74,97,41.9,55,24.0
5176,Месторождение,1158,64,21.12.2024,74,97,41.9,56,24.0
5177,Месторождение,1158,64,22.12.2024,74,97,41.9,56,24.0
5178,Месторождение,1158,64,23.12.2024,74,97,41.9,56,24.0
5179,Месторождение,1158,64,24.12.2024,73,97,41.9,56,24.0
5180,Месторождение,1158,64,25.12.2024,74,97,41.9,56,24.0
5181,Месторождение,1158,64,26.12.2024,72,97,41.9,56,23.4
5182,Месторождение,1158,64,27.12.2024,73,97,41.9,56,12.2
5183,Месторождение,1158,64,28.12.2024,74,97,41.9,54,24.0
5184,Месторождение,1158,64,29.12.2024,72,97,41.9,54,24.0
5185,Месторождение,1158,64,30.12.2024,72,97,41.9,54,24.0
5186,Месторождение,1158,64,31.12.2024,73,97,41.9,54,24.0
5187,Месторождение,1158,64,01.01.2025,73,97,41.9,54,24.0
5188,Месторождение,1158,64,02.01.2025,72,98,41.9,54,24.0
5189,Месторождение,1158,64,03.01.2025,72,98,41.9,54,24.0
5190,Месторождение,1158,64,04.01.2025,72,98,41.9,54,20.6
5191,Месторождение,1158,64,05.01.2025,73,98,41.9,54,24.0
5192,Месторождение,1158,64,06.01.2025,70,98,41.9,54,24.0
5193,Месторождение,1158,64,07.01.2025,69,98,41.9,54,24.0
5194,Месторождение,1158,64,08.01.2025,70,98,41.9,54,24.0
5195,Месторождение,1158,64,09.01.2025,70,98,41.9,54,24.0
5196,Месторождение,1158,64,10.01.2025,69,98,41.9,54,24.0
5197,Месторождение,1158,64,11.01.2025,70,98,41.9,54,24.0
5198,Месторождение,1158,64,12.01.2025,69,98,41.9,54,24.0
5199,Месторождение,1158,64,13.01.2025,69,98,41.9,54,24.0
5200,Месторождение,1158,64,14.01.2025,70,98,41.9,54,24.0
5201,Месторождение,1158,64,15.01.2025,70,98,41.9,54,24.0
5202,Месторождение,1158,64,16.01.2025,69,98,41.9,54,24.0
5203,Месторождение,1158,64,17.01.2025,69,98,41.9,55,24.0
5204,Месторождение,1158,64,18.01.2025,69,98,41.9,55,24.0
5205,Месторождение,1158,64,19.01.2025,70,98,41.9,55,24.0
5206,Месторождение,1158,64,20.01.2025,71,98,41.9,55,24.0
5207,Месторождение,1158,64,21.01.2025,70,98,41.9,55,24.0
5208,Месторождение,1158,64,22.01.2025,70,98,41.9,55,24.0
5209,Месторождение,1158,64,23.01.2025,70,98,41.9,55,24.0
5210,Месторождение,1158,64,24.01.2025,71,98,41.9,55,24.0
5211,Месторождение,1158,64,25.01.2025,70,98,41.9,55,24.0
5212,Месторождение,1158,64,26.01.2025,70,98,41.9,55,24.0
5213,Месторождение,1158,64,27.01.2025,70,98,41.9,55,24.0
5214,Месторождение,1158,64,28.01.2025,70,98,41.9,55,24.0
5215,Месторождение,1158,64,29.01.2025,70,98,41.9,55,19.7
5216,Месторождение,1158,64,30.01.2025,70,98,41.9,54,24.0
5217,Месторождение,1158,64,31.01.2025,70,98,41.9,54,24.0
5218,Месторождение,1158,64,01.02.2025,71,98,41.9,54,24.0
5219,Месторождение,1158,64,02.02.2025,71,98,41.9,54,24.0
5220,Месторождение,1158,64,03.02.2025,70,98,41.9,54,24.0
5221,Месторождение,1158,64,04.02.2025,69,98,41.9,54,14.0
5222,Месторождение,1158,64,05.02.2025,69,98,41.9,54,0.0
5223,Месторождение,1158,64,06.02.2025,69,98,41.9,54,0.0
5224,Месторождение,1158,64,07.02.2025,68,98,41.9,54,0.0
5225,Месторождение,1158,64,08.02.2025,67,98,41.9,54,3.8
5226,Месторождение,1158,64,09.02.2025,66,98,41.9,54,14.0
5227,Месторождение,1158,64,10.02.2025,65,98,41.9,54,21.9
5228,Месторождение,1158,64,11.02.2025,64,98,41.9,54,24.0
5229,Месторождение,1158,64,12.02.2025,63,99,41.9,54,23.8
5230,Месторождение,1158,64,13.02.2025,62,99,41.9,54,24.0
5231,Месторождение,1158,64,14.02.2025,61,99,41.9,54,24.0
5232,Месторождение,1158,64,15.02.2025,60,99,41.9,54,24.0
5233,Месторождение,1158,64,16.02.2025,63,99,41.9,54,23.9
5234,Месторождение,1158,64,17.02.2025,58,99,41.9,50,24.0
5235,Месторождение,1158,64,18.02.2025,54,99,41.9,55,23.4
5236,Месторождение,1158,64,19.02.2025,56,99,41.9,55,11.9
5237,Месторождение,1158,64,20.02.2025,58,99,41.9,55,24.0
5238,Месторождение,1158,64,21.02.2025,57,99,41.9,55,24.0
5239,Месторождение,1158,64,22.02.2025,60,99,41.9,55,11.9
5240,Месторождение,1158,64,23.02.2025,63,99,41.9,53,24.0
5241,Месторождение,1158,64,24.02.2025,59,99,41.9,53,24.0
5242,Месторождение,1158,64,25.02.2025,59,99,41.9,53,8.9
5243,Месторождение,1158,64,26.02.2025,59,99,41.9,53,22.3
5244,Месторождение,1158,64,27.02.2025,59,99,41.9,53,22.3
5245,Месторождение,1158,64,28.02.2025,59,99,41.9,53,22.3
5246,Месторождение,1158,64,01.03.2025,59,99,41.9,54,22.3
5247,Месторождение,1158,64,02.03.2025,59,97,41.9,46,24.0
5248,Месторождение,1158,64,03.03.2025,58,97,41.9,46,1.2
5249,Месторождение,1158,64,04.03.2025,56,97,41.9,46,22.8
5250,Месторождение,1158,64,05.03.2025,56,97,41.9,46,1.2
5251,Месторождение,1158,64,06.03.2025,59,98,41.9,49,22.8
5252,Месторождение,1158,64,07.03.2025,55,98,41.9,49,19.1
5253,Месторождение,1158,64,08.03.2025,53,98,41.9,49,17.5
5254,Месторождение,1158,64,09.03.2025,50,98,41.9,49,16.2
5255,Месторождение,1158,64,10.03.2025,48,98,41.9,49,14.4
5256,Месторождение,1158,64,11.03.2025,46,98,41.9,49,12.7
5257,Месторождение,1158,64,12.03.2025,45,98,41.9,49,12.5
5258,Месторождение,1158,64,13.03.2025,46,98,41.9,49,12.5
5259,Месторождение,1158,64,14.03.2025,45,98,41.9,49,12.0
5260,Месторождение,1158,64,15.03.2025,48,95,41.9,49,16.4
5261,Месторождение,1158,64,16.03.2025,44,95,41.9,49,17.6
5262,Месторождение,1158,64,17.03.2025,46,95,41.9,49,17.5
5263,Месторождение,1158,64,18.03.2025,46,95,41.9,49,17.7
5264,Месторождение,1158,64,19.03.2025,44,95,41.9,49,16.9
5265,Месторождение,1158,64,20.03.2025,48,95,41.9,49,17.6
5266,Месторождение,1158,64,21.03.2025,48,95,41.9,49,17.6
5267,Месторождение,1158,64,22.03.2025,46,95,41.9,49,17.7
5268,Месторождение,1158,64,23.03.2025,45,95,41.9,49,17.2
5269,Месторождение,1158,64,24.03.2025,46,95,41.9,49,16.5
5270,Месторождение,1158,64,25.03.2025,47,95,41.9,49,17.2
5271,Месторождение,1158,64,26.03.2025,45,95,41.9,49,17.2
5272,Месторождение,1158,64,27.03.2025,44,95,41.9,49,17.2
5273,Месторождение,1158,64,28.03.2025,42,95,41.9,49,16.5
5274,Месторождение,1158,64,29.03.2025,42,95,41.9,49,13.9
5275,Месторождение,1158,64,30.03.2025,42,95,41.9,49,15.4
5276,Месторождение,1158,64,31.03.2025,41,95,41.9,49,15.8
5277,Месторождение,1158,64,01.04.2025,40,95,41.9,49,15.0
5278,Месторождение,1158,64,02.04.2025,34,95,41.9,49,14.5
5279,Месторождение,1158,64,03.04.2025,35,95,41.9,49,15.9
5280,Месторождение,1158,64,04.04.2025,34,95,41.9,49,14.1
5281,Месторождение,1158,64,05.04.2025,36,95,41.9,49,14.3
5282,Месторождение,1158,64,06.04.2025,36,95,41.9,49,14.4
5283,Месторождение,1158,64,07.04.2025,35,95,41.9,49,13.6
5284,Месторождение,1158,64,08.04.2025,33,95,41.9,49,13.1
5285,Месторождение,1158,64,09.04.2025,30,95,41.9,49,12.3
5286,Месторождение,1158,64,10.04.2025,32,95,41.9,49,12.8
5287,Месторождение,1158,64,11.04.2025,32,95,41.9,49,12.5
5288,Месторождение,1158,64,12.04.2025,32,95,41.9,49,12.8
5289,Месторождение,1158,64,13.04.2025,27,95,41.9,49,10.9
5290,Месторождение,1158,64,14.04.2025,28,95,41.9,50,11.6
5291,Месторождение,1158,64,15.04.2025,26,95,41.9,50,10.4
5292,Месторождение,1158,64,16.04.2025,26,95,41.9,50,10.4
5293,Месторождение,1158,64,17.04.2025,26,95,41.9,50,10.2
5294,Месторождение,1158,64,18.04.2025,26,95,41.9,50,10.4
5295,Месторождение,1158,64,19.04.2025,26,95,41.9,50,10.4
5296,Месторождение,1158,64,20.04.2025,26,95,41.9,50,10.4
5297,Месторождение,1158,64,21.04.2025,26,95,41.9,50,9.9
5298,Месторождение,1158,64,22.04.2025,26,95,41.9,50,10.4
5299,Месторождение,1158,64,23.04.2025,25,95,41.9,50,9.6
5300,Месторождение,1158,64,24.04.2025,26,95,41.9,50,10.7
5301,Месторождение,1158,64,25.04.2025,26,95,41.9,50,10.4
5302,Месторождение,1158,64,26.04.2025,27,95,41.9,50,10.4
5303,Месторождение,1158,64,27.04.2025,0,0,0.0,0,0.0
5304,Месторождение,1158,64,28.04.2025,0,0,0.0,0,0.0
5305,Месторождение,1158,64,29.04.2025,0,0,0.0,0,0.0
5306,Месторождение,1158,64,30.04.2025,0,0,0.0,0,0.0
5307,Месторождение,1158,64,01.05.2025,0,0,0.0,0,0.0
5308,Месторождение,1175,64,01.07.2023,38,76,17.3,114,10.3
5309,Месторождение,1175,64,02.07.2023,38,76,17.3,114,9.6
5310,Месторождение,1175,64,03.07.2023,36,76,17.3,114,10.3
5311,Месторождение,1175,64,04.07.2023,37,68,17.3,114,10.3
5312,Месторождение,1175,64,05.07.2023,36,68,17.3,115,10.2
5313,Месторождение,1175,64,06.07.2023,39,68,17.3,120,14.7
5314,Месторождение,1175,64,07.07.2023,42,68,17.3,114,13.7
5315,Месторождение,1175,64,08.07.2023,38,68,17.3,114,13.8
5316,Месторождение,1175,64,09.07.2023,37,68,17.3,114,13.6
5317,Месторождение,1175,64,10.07.2023,36,68,17.3,114,13.9
5318,Месторождение,1175,64,11.07.2023,35,68,17.3,23,13.9
5319,Месторождение,1175,64,12.07.2023,35,68,17.3,23,13.7
5320,Месторождение,1175,64,13.07.2023,35,68,17.3,23,13.9
5321,Месторождение,1175,64,14.07.2023,34,68,17.3,51,13.8
5322,Месторождение,1175,64,15.07.2023,33,68,17.3,51,13.9
5323,Месторождение,1175,64,16.07.2023,34,68,17.3,7,13.7
5324,Месторождение,1175,64,17.07.2023,34,68,17.3,30,13.8
5325,Месторождение,1175,64,18.07.2023,34,68,17.3,113,13.7
5326,Месторождение,1175,64,19.07.2023,38,68,17.3,112,3.5
5327,Месторождение,1175,64,20.07.2023,42,68,17.3,114,14.0
5328,Месторождение,1175,64,21.07.2023,35,68,17.3,120,14.4
5329,Месторождение,1175,64,22.07.2023,33,68,17.3,120,13.7
5330,Месторождение,1175,64,23.07.2023,33,68,17.3,120,13.9
5331,Месторождение,1175,64,24.07.2023,34,68,17.3,120,13.6
5332,Месторождение,1175,64,25.07.2023,35,68,17.3,120,13.9
5333,Месторождение,1175,64,26.07.2023,33,68,17.3,120,13.8
5334,Месторождение,1175,64,27.07.2023,34,68,17.3,120,13.9
5335,Месторождение,1175,64,28.07.2023,34,68,17.3,120,13.3
5336,Месторождение,1175,64,29.07.2023,34,68,17.3,120,13.6
5337,Месторождение,1175,64,30.07.2023,34,68,17.3,120,13.9
5338,Месторождение,1175,64,31.07.2023,34,68,17.3,120,13.9
5339,Месторождение,1175,64,01.08.2023,33,68,17.3,120,13.9
5340,Месторождение,1175,64,02.08.2023,33,68,17.3,120,13.9
5341,Месторождение,1175,64,03.08.2023,36,68,17.3,120,12.3
5342,Месторождение,1175,64,04.08.2023,40,68,17.3,120,14.3
5343,Месторождение,1175,64,05.08.2023,39,68,17.3,120,13.5
5344,Месторождение,1175,64,06.08.2023,38,68,17.3,120,13.5
5345,Месторождение,1175,64,07.08.2023,37,68,17.3,120,13.5
5346,Месторождение,1175,64,08.08.2023,35,68,17.3,120,13.5
5347,Месторождение,1175,64,09.08.2023,33,68,17.3,120,13.5
5348,Месторождение,1175,64,10.08.2023,34,68,17.3,120,13.3
5349,Месторождение,1175,64,11.08.2023,34,68,17.3,120,13.5
5350,Месторождение,1175,64,12.08.2023,34,68,17.3,120,13.5
5351,Месторождение,1175,64,13.08.2023,33,68,17.3,120,13.5
5352,Месторождение,1175,64,14.08.2023,33,68,17.3,120,13.5
5353,Месторождение,1175,64,15.08.2023,33,68,17.3,120,13.5
5354,Месторождение,1175,64,16.08.2023,34,68,17.3,120,13.5
5355,Месторождение,1175,64,17.08.2023,35,68,17.3,120,13.5
5356,Месторождение,1175,64,18.08.2023,35,68,17.3,120,13.3
5357,Месторождение,1175,64,19.08.2023,35,68,17.3,122,10.9
5358,Месторождение,1175,64,20.08.2023,35,68,17.3,122,11.1
5359,Месторождение,1175,64,21.08.2023,33,68,17.3,122,10.4
5360,Месторождение,1175,64,22.08.2023,33,68,17.3,122,9.7
5361,Месторождение,1175,64,23.08.2023,33,68,17.3,122,9.5
5362,Месторождение,1175,64,24.08.2023,32,68,17.3,118,9.5
5363,Месторождение,1175,64,25.08.2023,32,68,17.3,122,9.5
5364,Месторождение,1175,64,26.08.2023,32,68,17.3,122,9.4
5365,Месторождение,1175,64,27.08.2023,32,68,17.3,122,9.4
5366,Месторождение,1175,64,28.08.2023,32,68,17.3,122,9.4
5367,Месторождение,1175,64,29.08.2023,32,68,17.3,122,9.4
5368,Месторождение,1175,64,30.08.2023,32,68,17.3,122,9.4
5369,Месторождение,1175,64,31.08.2023,31,68,17.3,122,9.4
5370,Месторождение,1175,64,01.09.2023,31,68,17.3,122,9.5
5371,Месторождение,1175,64,02.09.2023,31,68,17.3,122,9.4
5372,Месторождение,1175,64,03.09.2023,31,68,17.3,122,9.4
5373,Месторождение,1175,64,04.09.2023,31,68,17.3,122,9.4
5374,Месторождение,1175,64,05.09.2023,30,68,17.3,122,9.4
5375,Месторождение,1175,64,06.09.2023,30,68,17.3,117,9.4
5376,Месторождение,1175,64,07.09.2023,28,68,17.3,122,9.9
5377,Месторождение,1175,64,08.09.2023,28,68,17.3,122,9.4
5378,Месторождение,1175,64,09.09.2023,28,68,17.3,122,9.4
5379,Месторождение,1175,64,10.09.2023,28,68,17.3,122,9.4
5380,Месторождение,1175,64,11.09.2023,29,68,17.3,122,9.3
5381,Месторождение,1175,64,12.09.2023,27,68,17.3,122,9.4
5382,Месторождение,1175,64,13.09.2023,27,68,17.3,122,9.5
5383,Месторождение,1175,64,14.09.2023,25,68,17.3,122,9.5
5384,Месторождение,1175,64,15.09.2023,26,68,17.3,122,9.5
5385,Месторождение,1175,64,16.09.2023,26,68,17.3,122,9.5
5386,Месторождение,1175,64,17.09.2023,27,68,17.3,122,9.4
5387,Месторождение,1175,64,18.09.2023,25,68,17.3,122,9.4
